instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
356,2012-06-14,2,1,6,9,0,4,1,1,27.53,63.56,21.94,357
357,2012-04-28,2,1,4,11,0,6,0,2,19.74,41.87,3.25,358
358,2012-11-10,4,1,11,18,0,6,0,1,21.87,52.87,7.63,359
359,2012-08-29,3,1,8,12,0,3,1,1,31.29,40.81,0.38,360
360,2011-09-04,3,0,9,14,0,0,0,1,32.14,66.69,20.94,361
361,2012-04-26,2,1,4,8,0,4,1,3,22.26,84.62,11.31,362
362,2011-11-20,4,0,11,14,0,0,0,1,24.08,66.0,15.5,363
363,2011-09-06,3,0,9,8,0,2,1,3,24.74,81.87,27.38,364
364,2012-07-02,3,1,7,16,0,1,1,1,33.11,39.5,14.37,365
365,2012-04-04,2,1,4,7,0,3,1,2,22.18,59.37,4.5,366
366,2011-06-05,2,0,6,13,0,0,0,1,29.12,61.5,9.69,367
367,2012-08-31,3,1,8,13,0,5,1,1,35.63,25.94,18.5,368
368,2011-07-17,3,0,7,17,0,0,0,1,32.88,47.12,23.44,369
369,2011-09-14,3,0,9,7,0,3,1,1,26.91,83.0,9.0,370
370,2011-06-25,3,0,6,13,0,6,0,1,30.94,42.5,20.75,371
371,2012-03-21,2,1,3,7,0,3,1,3,22.84,94.37,9.62,372
372,2012-10-24,4,1,10,9,0,3,1,2,24.39,74.87,3.0,373
373,2011-09-19,3,0,9,19,0,1,1,2,25.36,68.0,7.75,374
374,2011-07-04,3,0,7,19,1,1,0,2,31.87,51.75,9.13,375
375,2011-09-04,3,0,9,17,0,0,0,1,31.52,66.19,14.0,376
376,2012-12-05,4,1,12,16,0,3,1,1,21.95,34.0,18.31,377
377,2011-12-19,4,0,12,17,0,1,1,1,19.43,48.19,12.87,378
378,2012-11-23,4,1,11,12,0,5,1,1,21.95,37.37,18.37,379
379,2012-07-13,3,1,7,7,0,5,1,2,29.97,52.69,0.0,380
380,2011-09-14,3,0,9,19,0,3,1,2,30.09,64.06,18.06,381
381,2012-07-01,3,1,7,19,0,0,0,1,33.96,39.44,8.06,382
382,2011-09-26,4,0,9,19,0,1,1,1,28.15,85.44,7.44,383
383,2012-05-03,2,1,5,7,0,4,1,3,21.87,91.37,10.12,384
384,2011-12-12,4,0,12,8,0,1,1,2,13.23,76.94,6.32,385
385,2011-07-04,3,0,7,20,1,1,0,2,31.21,58.87,6.63,386
386,2011-08-28,3,0,8,19,0,0,0,1,30.4,45.87,6.38,387
387,2012-05-07,2,1,5,16,0,1,1,2,26.33,54.75,24.57,388
388,2012-05-08,2,1,5,16,0,2,1,3,27.88,71.0,16.88,389
389,2012-06-17,2,1,6,19,0,0,0,1,27.53,55.0,11.87,390
390,2012-10-28,4,1,10,13,0,0,0,2,23.19,59.0,29.06,391
391,2011-07-02,3,0,7,14,0,6,0,1,34.35,18.69,4.81,392
392,2012-12-15,4,1,12,11,0,6,0,1,19.2,55.25,5.0,393
393,2011-06-11,2,0,6,16,0,6,0,2,31.87,51.56,12.5,394
394,2012-10-02,4,1,10,19,0,2,1,3,27.22,94.37,4.06,395
395,2011-06-19,2,0,6,12,0,0,0,2,30.98,52.37,2.56,396
396,2011-08-15,3,0,8,19,0,1,1,1,29.08,70.06,3.44,397
397,2012-12-05,4,1,12,7,0,3,1,3,21.91,55.5,16.56,398
398,2012-06-02,2,1,6,20,0,6,0,1,26.91,37.06,13.38,399
399,2011-09-24,4,0,9,18,0,6,0,1,27.49,83.56,3.5,400
400,2012-05-10,2,1,5,7,0,4,1,1,21.87,70.0,21.87,401
401,2012-11-06,4,1,11,16,0,2,1,1,18.23,49.25,12.31,402
402,2011-06-26,3,0,6,15,0,0,0,1,30.98,41.0,6.06,403
403,2011-12-05,4,0,12,8,0,1,1,1,18.54,90.19,3.0,404
404,2012-11-30,4,1,11,16,0,5,1,1,19.78,46.12,11.94,405
405,2012-04-19,2,1,4,7,0,4,1,2,21.29,77.56,4.25,406
406,2012-02-13,1,1,2,17,0,1,1,1,18.85,24.0,15.5,407
407,2011-09-21,3,0,9,18,0,3,1,3,27.49,89.06,5.5,408
408,2011-08-20,3,0,8,12,0,6,0,1,31.21,56.87,9.31,409
409,2011-08-26,3,0,8,18,0,5,1,2,30.63,76.5,7.56,410
410,2012-07-11,3,1,7,16,0,3,1,1,31.87,42.62,14.0,411
411,2011-10-16,4,0,10,15,0,0,0,1,26.99,40.0,26.07,412
412,2012-07-09,3,1,7,16,0,1,1,1,31.6,47.19,15.5,413
413,2011-07-03,3,0,7,16,0,0,0,1,31.25,68.0,17.31,414
414,2012-05-24,2,1,5,7,0,4,1,1,26.87,78.19,8.88,415
415,2011-06-15,2,0,6,19,0,3,1,1,29.08,40.62,15.38,416
416,2012-02-09,1,1,2,18,0,4,1,1,18.23,31.62,9.56,417
417,2011-05-27,2,0,5,8,0,5,1,1,29.08,70.25,19.06,418
418,2012-07-29,3,1,7,18,0,0,0,1,32.18,47.31,16.31,419
419,2011-07-17,3,0,7,12,0,0,0,1,32.18,52.0,19.25,420
420,2012-04-09,2,1,4,19,0,1,1,1,23.81,34.81,26.88,421
421,2012-09-08,3,1,9,10,0,6,0,1,31.21,66.37,28.0,422
422,2012-11-08,4,1,11,7,0,4,1,1,17.26,33.31,25.81,423
423,2011-07-26,3,0,7,8,0,2,1,1,31.21,47.37,13.62,424
424,2012-03-15,1,1,3,19,0,4,1,2,26.83,55.31,18.0,425
425,2011-04-23,2,0,4,16,0,6,0,1,26.64,72.69,20.63,426
426,2012-08-29,3,1,8,20,0,3,1,1,28.61,56.75,3.38,427
427,2012-05-05,2,1,5,14,0,6,0,3,28.96,68.44,16.37,428
428,2011-09-14,3,0,9,8,0,3,1,1,27.45,81.0,11.38,429
429,2011-07-17,3,0,7,14,0,0,0,1,33.15,45.81,22.25,430
430,2011-09-10,3,0,9,16,0,6,0,1,30.98,54.81,14.0,431
431,2012-10-16,4,1,10,20,0,2,1,1,22.34,58.94,0.38,432
432,2011-07-27,3,0,7,8,0,3,1,1,31.25,38.25,18.06,433
433,2011-05-24,2,0,5,8,0,2,1,3,27.37,79.06,13.56,434
434,2012-12-04,4,1,12,16,0,2,1,1,24.35,58.25,17.13,435
435,2012-08-14,3,1,8,20,0,2,1,1,30.94,68.25,15.69,436
436,2011-08-03,3,0,8,8,0,3,1,2,30.94,52.81,12.19,437
437,2011-10-09,4,0,10,17,0,0,0,1,27.61,54.75,6.94,438
438,2011-04-29,2,0,4,18,0,5,1,1,23.15,52.12,23.31,439
439,2011-05-15,2,0,5,16,0,0,0,1,26.56,73.5,20.94,440
440,2011-04-24,2,0,4,13,0,0,0,1,29.82,55.12,20.94,441
441,2011-06-26,3,0,6,13,0,0,0,1,30.94,40.0,4.37,442
442,2012-12-01,4,1,12,16,0,6,0,2,19.12,71.25,3.94,443
443,2012-08-27,3,1,8,16,0,1,1,1,31.87,62.5,15.94,444
444,2012-02-02,1,1,2,8,0,4,1,3,20.09,87.25,0.44,445
445,2012-05-17,2,1,5,20,0,4,1,1,26.25,40.37,10.06,446
446,2011-08-28,3,0,8,14,0,0,0,1,32.18,43.31,26.12,447
447,2012-06-04,2,1,6,16,0,1,1,1,27.57,38.94,28.63,448
448,2012-08-12,3,1,8,11,0,0,0,1,30.94,41.56,12.81,449
449,2012-08-04,3,1,8,16,0,6,0,1,35.67,37.56,19.37,450
450,2011-11-15,4,0,11,17,0,2,1,2,23.46,72.25,15.94,451
451,2012-06-24,3,1,6,10,0,0,0,1,31.56,39.75,4.12,452
452,2012-06-03,2,1,6,19,0,0,0,1,28.81,36.25,16.25,453
453,2011-10-26,4,0,10,17,0,3,1,2,24.16,76.69,9.75,454
454,2011-09-02,3,0,9,17,0,5,1,2,29.08,65.0,12.37,455
455,2011-05-15,2,0,5,13,0,0,0,1,27.49,73.25,15.69,456
456,2012-08-06,3,1,8,20,0,1,1,1,31.21,68.44,12.31,457
457,2012-06-19,2,1,6,20,0,2,1,1,32.26,57.19,14.44,458
458,2012-09-03,3,1,9,11,1,1,0,2,31.25,65.5,19.94,459
459,2011-09-24,4,0,9,13,0,6,0,1,28.19,75.69,4.12,460
460,2012-11-05,4,1,11,7,0,1,1,2,17.26,50.69,17.87,461
461,2012-09-01,3,1,9,16,0,6,0,2,33.69,50.81,5.0,462
462,2012-06-18,2,1,6,19,0,1,1,2,27.22,73.25,7.31,463
463,2012-06-29,3,1,6,18,0,5,1,1,36.75,39.12,5.44,464
464,2011-08-30,3,0,8,19,0,2,1,1,28.42,49.37,2.31,465
465,2012-06-09,2,1,6,10,0,6,0,1,30.67,43.0,2.19,466
466,2011-10-05,4,0,10,8,0,3,1,1,24.51,60.87,9.19,467
467,2012-09-26,4,1,9,16,0,3,1,1,30.4,48.37,14.81,468
468,2012-11-17,4,1,11,16,0,6,0,1,20.09,39.69,12.94,469
469,2012-09-07,3,1,9,16,0,5,1,1,31.91,58.25,19.38,470
470,2012-04-30,2,1,4,19,0,1,1,2,24.39,61.75,15.25,471
471,2011-08-23,3,0,8,17,0,2,1,1,30.44,33.12,14.25,472
472,2012-07-19,3,1,7,7,0,4,1,1,31.29,57.5,20.0,473
473,2012-09-02,3,1,9,16,0,0,0,1,31.29,67.25,2.81,474
474,2012-08-09,3,1,8,7,0,4,1,2,30.63,75.75,10.75,475
475,2011-06-13,2,0,6,8,0,1,1,1,26.6,47.37,27.5,476
476,2011-06-07,2,0,6,8,0,2,1,2,29.7,59.62,11.87,477
477,2012-05-13,2,1,5,17,0,0,0,1,29.39,44.31,26.44,478
478,2012-04-15,2,1,4,18,0,0,0,1,29.82,41.5,16.81,479
479,2012-07-15,3,1,7,13,0,0,0,1,35.4,38.0,12.5,480
480,2011-10-14,4,0,10,17,0,5,1,1,25.32,42.69,24.13,481
481,2012-04-21,2,1,4,10,0,6,0,1,26.99,61.94,21.44,482
482,2012-05-18,2,1,5,19,0,5,1,1,27.18,41.5,12.44,483
483,2012-04-06,2,1,4,18,0,5,1,1,23.23,22.44,25.75,484
484,2012-04-03,2,1,4,16,0,2,1,1,26.33,23.69,8.75,485
485,2012-04-08,2,1,4,15,0,0,0,1,27.61,17.75,22.75,486
486,2012-05-01,2,1,5,19,0,2,1,1,29.04,57.81,9.87,487
487,2012-04-18,2,1,4,17,0,3,1,2,21.02,77.0,5.81,488
488,2011-05-26,2,0,5,8,0,4,1,2,29.51,75.56,10.13,489
489,2012-04-06,2,1,4,14,0,5,1,1,23.27,28.06,22.19,490
490,2012-03-25,2,1,3,18,0,0,0,1,23.54,71.69,11.63,491
491,2012-05-24,2,1,5,19,0,4,1,1,29.04,64.81,19.75,492
492,2012-09-04,3,1,9,7,0,2,1,2,29.35,86.81,8.75,493
493,2012-10-14,4,1,10,11,0,0,0,1,26.29,49.06,20.94,494
494,2012-01-12,1,1,1,17,0,4,1,1,21.99,64.5,12.0,495
495,2011-07-15,3,0,7,18,0,5,1,1,29.97,44.81,14.88,496
496,2011-07-20,3,0,7,18,0,3,1,1,33.77,62.5,12.88,497
497,2012-12-07,4,1,12,18,0,5,1,2,19.78,73.81,3.5,498
498,2012-07-27,3,1,7,16,0,5,1,1,33.69,46.5,12.88,499
499,2012-09-02,3,1,9,18,0,0,0,1,30.28,79.5,7.38,500
500,2012-05-27,2,1,5,16,0,0,0,1,32.22,49.94,19.5,501
501,2011-06-03,2,0,6,8,0,5,1,2,25.63,41.81,16.44,502
502,2012-05-11,2,1,5,19,0,5,1,1,27.57,23.81,13.0,503
503,2012-07-22,3,1,7,12,0,0,0,2,29.74,67.19,6.88,504
504,2011-09-09,3,0,9,17,0,5,1,1,29.7,79.19,15.62,505
505,2012-06-24,3,1,6,11,0,0,0,1,32.18,36.5,12.31,506
506,2012-10-10,4,1,10,7,0,3,1,1,23.46,71.12,13.0,507
507,2012-06-28,3,1,6,7,0,4,1,1,27.76,55.5,7.94,508
508,2012-07-29,3,1,7,11,0,0,0,1,31.52,54.94,19.88,509
509,2012-04-01,2,1,4,16,0,0,0,1,24.16,53.5,17.94,511
510,2012-09-03,3,1,9,14,1,1,0,1,30.9,70.25,17.69,512
511,2012-07-31,3,1,7,7,0,2,1,1,29.78,76.37,11.69,513
512,2012-08-16,3,1,8,20,0,4,1,1,31.17,44.31,9.06,514
513,2012-07-22,3,1,7,18,0,0,0,1,30.67,67.75,10.75,515
514,2012-06-23,3,1,6,11,0,6,0,1,32.18,45.62,14.12,516
515,2012-04-07,2,1,4,18,0,6,0,1,24.82,16.69,20.94,517
516,2012-05-27,2,1,5,18,0,0,0,1,31.56,58.75,16.62,518
517,2011-08-23,3,0,8,18,0,2,1,1,29.43,41.81,13.75,519
518,2012-10-12,4,1,10,16,0,5,1,1,21.87,39.25,21.94,520
519,2011-04-26,2,0,4,17,0,2,1,1,29.12,62.69,27.0,521
520,2012-02-23,1,1,2,18,0,4,1,1,24.2,38.0,7.19,522
521,2012-07-24,3,1,7,20,0,2,1,1,30.9,66.25,12.88,523
522,2011-10-21,4,0,10,17,0,5,1,2,21.87,52.87,16.44,524
523,2012-10-16,4,1,10,7,0,2,1,1,21.91,61.44,11.06,525
524,2012-06-07,2,1,6,7,0,4,1,1,24.78,74.87,5.38,526
525,2012-02-27,1,1,2,18,0,1,1,1,23.81,27.94,27.0,527
526,2012-08-31,3,1,8,16,0,5,1,1,35.63,29.25,13.44,528
527,2012-02-22,1,1,2,17,0,3,1,1,23.54,36.5,23.88,529
528,2011-07-19,3,0,7,18,0,2,1,1,32.22,70.56,12.0,530
529,2012-07-29,3,1,7,17,0,0,0,1,33.23,40.0,16.19,531
530,2012-08-30,3,1,8,7,0,4,1,1,28.81,65.12,0.69,532
531,2012-07-19,3,1,7,19,0,4,1,1,34.04,43.81,14.31,533
532,2012-06-09,2,1,6,16,0,6,0,1,33.73,24.25,5.12,534
533,2012-05-27,2,1,5,15,0,0,0,1,32.22,51.81,19.06,535
534,2012-08-24,3,1,8,19,0,5,1,2,29.93,62.37,13.38,536
535,2012-11-29,4,1,11,18,0,4,1,1,17.57,51.12,12.0,537
536,2011-10-06,4,0,10,18,0,4,1,1,24.43,61.12,6.32,538
537,2011-09-13,3,0,9,18,0,2,1,1,29.35,65.31,10.63,539
538,2012-11-12,4,1,11,8,1,1,0,1,21.29,85.37,9.44,540
539,2012-08-26,3,1,8,13,0,0,0,3,28.03,83.75,17.0,541
540,2012-12-08,4,1,12,14,0,6,0,2,20.71,84.5,15.5,542
541,2012-05-20,2,1,5,14,0,0,0,1,30.01,38.94,27.69,543
542,2012-05-06,2,1,5,16,0,0,0,2,27.22,63.25,3.81,544
543,2011-07-05,3,0,7,17,0,2,1,1,33.11,50.25,9.13,545
544,2012-06-17,2,1,6,11,0,0,0,1,27.26,56.81,3.25,546
545,2012-07-17,3,1,7,19,0,2,1,1,34.97,33.75,14.5,547
546,2011-05-24,2,0,5,17,0,2,1,1,29.85,64.75,9.62,548
547,2012-03-19,1,1,3,19,0,1,1,1,26.83,63.19,15.25,549
548,2012-05-05,2,1,5,12,0,6,0,1,30.75,56.12,7.37,550
549,2011-09-22,3,0,9,18,0,4,1,2,27.84,86.0,6.38,551
550,2011-08-17,3,0,8,17,0,3,1,1,32.14,52.37,16.12,552
551,2012-08-22,3,1,8,7,0,3,1,1,28.11,72.06,0.38,553
552,2012-03-18,1,1,3,15,0,0,0,1,24.78,70.5,6.0,554
553,2012-03-20,1,1,3,19,0,2,1,1,25.94,70.62,7.5,555
554,2011-06-06,2,0,6,18,0,1,1,1,30.98,41.94,10.62,556
555,2012-09-12,3,1,9,7,0,3,1,1,25.36,68.19,4.12,557
556,2012-05-06,2,1,5,12,0,0,0,2,26.68,63.44,2.5,558
557,2012-09-27,4,1,9,19,0,4,1,1,28.07,66.56,10.87,559
558,2012-02-23,1,1,2,8,0,4,1,1,18.69,85.25,15.12,560
559,2012-04-01,2,1,4,14,0,0,0,2,23.23,54.75,16.12,561
560,2012-08-11,3,1,8,15,0,6,0,1,32.92,44.56,19.19,562
561,2011-10-07,4,0,10,17,0,5,1,1,25.9,59.25,12.94,563
562,2011-05-24,2,0,5,18,0,2,1,1,29.08,72.56,13.81,564
563,2011-08-31,3,0,8,18,0,3,1,1,32.18,48.75,16.87,565
564,2011-09-16,3,0,9,17,0,5,1,2,24.16,49.81,9.87,566
565,2012-04-07,2,1,4,17,0,6,0,1,24.74,18.62,24.0,567
566,2012-07-02,3,1,7,8,0,1,1,1,31.87,49.25,15.37,568
567,2011-06-14,2,0,6,17,0,2,1,3,27.41,51.12,20.75,569
568,2011-08-16,3,0,8,18,0,2,1,1,31.25,46.31,14.37,570
569,2011-09-12,3,0,9,18,0,1,1,1,29.39,55.19,11.69,571
570,2012-10-24,4,1,10,19,0,3,1,2,27.34,58.25,5.75,572
571,2012-08-27,3,1,8,19,0,1,1,1,30.86,70.69,13.87,573
572,2012-09-30,4,1,9,17,0,0,0,1,25.71,45.81,25.94,575
573,2012-07-06,3,1,7,17,0,5,1,1,36.25,30.87,8.19,576
574,2012-05-20,2,1,5,16,0,0,0,1,30.4,43.31,22.75,577
575,2011-07-14,3,0,7,18,0,4,1,1,30.32,40.62,14.25,578
576,2012-08-12,3,1,8,14,0,0,0,1,31.52,40.0,11.94,579
577,2012-06-17,2,1,6,16,0,0,0,1,28.15,56.0,17.94,580
578,2012-07-02,3,1,7,19,0,1,1,1,32.1,43.31,8.37,581
579,2011-08-11,3,0,8,17,0,4,1,1,32.57,28.75,11.31,582
580,2012-06-16,2,1,6,15,0,6,0,1,30.67,35.87,11.5,583
581,2012-04-29,2,1,4,12,0,0,0,1,23.11,44.56,7.31,584
582,2012-06-09,2,1,6,13,0,6,0,1,33.42,23.37,15.69,585
583,2012-05-19,2,1,5,11,0,6,0,1,27.8,37.06,2.94,586
584,2012-04-29,2,1,4,16,0,0,0,1,27.03,27.0,16.81,587
585,2012-11-06,4,1,11,8,0,2,1,1,15.4,65.19,10.88,588
586,2012-03-23,2,1,3,16,0,5,1,2,29.47,44.12,10.25,589
587,2012-05-22,2,1,5,8,0,2,1,2,25.98,85.81,8.19,590
588,2012-09-30,4,1,9,11,0,0,0,1,26.95,41.81,16.25,591
589,2012-11-08,4,1,11,17,0,4,1,1,20.4,22.06,23.87,592
590,2012-06-17,2,1,6,17,0,0,0,1,27.8,55.19,13.81,593
591,2012-09-29,4,1,9,18,0,6,0,1,24.78,49.87,11.62,594
592,2012-04-29,2,1,4,13,0,0,0,1,24.39,41.62,7.75,595
593,2012-05-11,2,1,5,18,0,5,1,1,27.92,22.75,18.31,596
594,2012-10-13,4,1,10,14,0,6,0,1,23.27,34.69,13.81,597
595,2012-08-18,3,1,8,14,0,6,0,1,31.64,36.12,18.06,598
596,2011-09-14,3,0,9,17,0,3,1,1,30.98,56.5,15.25,599
597,2011-08-16,3,0,8,17,0,2,1,1,31.52,45.06,19.06,600
598,2011-05-25,2,0,5,17,0,3,1,1,30.67,54.31,15.13,601
599,2012-06-23,3,1,6,12,0,6,0,1,33.26,38.25,12.62,602
600,2012-04-29,2,1,4,15,0,0,0,1,26.06,32.06,10.69,603
601,2011-06-27,3,0,6,17,0,1,1,1,30.98,52.31,3.81,604
602,2012-03-31,2,1,3,15,0,6,0,2,23.89,60.5,19.13,605
603,2012-03-30,2,1,3,17,0,5,1,2,20.75,57.5,13.62,606
604,2012-05-20,2,1,5,13,0,0,0,1,30.09,38.06,22.19,607
605,2011-08-31,3,0,8,17,0,3,1,1,29.7,48.44,11.87,608
606,2012-04-21,2,1,4,14,0,6,0,1,30.16,41.06,17.94,609
607,2012-08-30,3,1,8,19,0,4,1,1,31.21,52.81,10.0,610
608,2011-08-30,3,0,8,17,0,2,1,1,30.05,43.5,12.44,611
609,2012-10-27,4,1,10,16,0,6,0,2,25.36,64.0,19.0,612
610,2012-06-22,3,1,6,8,0,5,1,1,31.52,56.69,11.31,613
611,2011-10-24,4,0,10,17,0,1,1,1,24.51,62.87,7.63,614
612,2012-04-07,2,1,4,16,0,6,0,1,24.78,19.06,27.38,615
613,2012-07-22,3,1,7,14,0,0,0,1,30.32,66.06,7.06,616
614,2012-08-31,3,1,8,17,0,5,1,1,35.05,33.5,14.12,617
615,2012-08-14,3,1,8,8,0,2,1,2,29.08,81.56,2.56,618
616,2012-10-14,4,1,10,13,0,0,0,1,28.19,39.69,29.5,619
617,2012-05-11,2,1,5,8,0,5,1,1,22.57,42.44,18.37,620
618,2012-10-31,4,1,10,8,0,3,1,1,18.23,78.44,8.37,621
619,2012-12-14,4,1,12,17,0,5,1,1,18.81,51.25,10.06,622
620,2012-08-09,3,1,8,19,0,4,1,1,31.13,55.25,16.25,623
621,2012-04-12,2,1,4,8,0,4,1,1,18.5,62.0,23.25,624
622,2012-08-21,3,1,8,18,0,2,1,1,28.65,64.56,12.38,625
623,2012-10-21,4,1,10,13,0,0,0,1,25.44,35.56,14.12,626
624,2012-09-15,3,1,9,11,0,6,0,1,27.92,36.5,23.0,627
625,2012-04-15,2,1,4,14,0,0,0,1,29.78,38.69,22.63,628
626,2012-07-12,3,1,7,19,0,4,1,1,30.86,48.75,15.13,629
627,2012-05-10,2,1,5,8,0,4,1,1,22.92,63.19,27.94,630
628,2012-07-09,3,1,7,19,0,1,1,1,30.86,55.94,8.56,631
629,2012-04-24,2,1,4,18,0,2,1,1,23.54,17.5,7.37,632
630,2012-07-11,3,1,7,19,0,3,1,1,30.86,49.69,12.88,633
631,2012-10-05,4,1,10,16,0,5,1,1,28.81,54.56,4.56,634
632,2012-09-16,3,1,9,14,0,0,0,1,28.19,39.31,9.87,635
633,2012-12-14,4,1,12,8,0,5,1,1,14.78,71.44,7.19,636
634,2012-05-20,2,1,5,12,0,0,0,1,29.39,36.37,20.06,637
635,2012-04-05,2,1,4,8,0,4,1,1,19.78,41.44,16.0,638
636,2012-04-21,2,1,4,16,0,6,0,1,30.75,32.94,24.69,639
637,2012-06-21,3,1,6,18,0,4,1,1,34.97,39.94,14.94,640
638,2012-08-18,3,1,8,16,0,6,0,1,31.6,37.0,16.37,641
639,2012-10-12,4,1,10,18,0,5,1,1,21.29,38.94,17.63,642
